budget,release_date,revenue,vote_average,vote_count,year,Success
40000000,2014-07-17,126069509,5.3,1695,2014,True
20000000,2008-09-19,27640028,5.9,292,2008,False
3000000,1960-06-15,25000000,8.1,483,1960,True
14000000,1992-08-07,159157447,7.7,1113,1992,True
2600000,1984-04-13,32980880,5.9,237,1984,True
14000000,2012-10-25,11417362,5.5,134,2012,False
11000000,2002-01-25,41227069,7.5,1018,2002,True
110000000,2014-03-05,337580051,6.1,2397,2014,True
15000000,1984-05-11,17080167,5.9,173,1984,False
18000000,2016-02-18,6212282,6.2,694,2016,False
40000000,2015-10-15,165478348,7.2,2583,2015,True
60000000,1999-12-10,284600000,8.2,4048,1999,True
5000000,2002-10-31,82719885,7.1,1777,2002,True
12500000,2010-04-01,3878993,6.3,30,2010,False
35000000,2011-09-22,82087155,5.6,961,2011,True
15000000,2004-02-17,29331068,5.1,221,2004,True
32000000,2000-09-13,48814909,7.0,544,2000,True
68000000,1997-04-03,118063304,5.9,302,1997,True
27000000,2004-12-01,115505027,6.7,811,2004,True
6000000,1999-02-26,6852450,6.1,44,1999,False
30000000,2012-09-26,47042000,6.6,4697,2012,True
40000000,1999-08-06,672806292,7.7,3147,1999,True
2000000,1972-08-06,18016290,6.6,215,1972,True
60000000,2003-05-30,176070171,6.6,1919,2003,True
35000000,2015-05-08,51680201,5.4,647,2015,False
40000000,2015-02-11,571006128,5.2,3254,2015,True
8000000,2002-10-05,27362712,7.0,31,2002,True
38000000,1999-08-24,58401898,6.3,756,1999,True
300000000,2007-05-19,961000000,6.9,4500,2007,True
7300000,2009-11-11,10329747,6.7,348,2009,False
26000000,2013-10-10,51164106,6.2,551,2013,True
20000000,2016-06-02,207945075,7.6,2562,2016,True
72000000,2002-08-02,408247917,6.4,1599,2002,True
65000000,2014-01-22,71154592,5.0,687,2014,False
35000000,2011-05-05,59901913,5.9,296,2011,True
28000000,1999-10-01,8888143,6.0,69,1999,False
70000000,2009-05-17,39041505,6.9,395,2009,False
42000000,2012-09-09,180274123,7.0,2025,2012,True
2361000,1944-07-01,6892000,7.0,4,1944,True
14000000,2001-02-02,10424470,5.3,73,2001,False
45000000,2012-07-06,82966152,6.2,766,2012,True
10000000,2005-05-12,17297244,6.2,136,2005,True
8000000,2000-05-15,8279017,6.6,148,2000,False
60000000,2004-07-30,256697520,6.2,1071,2004,True
20000000,2016-02-19,46069568,5.7,295,2016,True
75000000,2006-07-21,140175006,6.3,874,2006,True
25000000,2007-08-24,40452643,6.0,414,2007,True
30000000,2011-07-03,108348,5.0,41,2011,False
16500000,1995-12-13,135000000,7.2,352,1995,True
15000000,2009-03-13,32721635,6.2,440,2009,True
28000000,1982-06-25,33139618,7.9,3509,1982,False
850000,2003-07-10,819939,6.7,56,2003,False
50000000,2012-04-04,234989584,6.1,1611,2012,True
22000000,2001-09-21,5271666,3.4,38,2001,False
4500000,2016-01-22,32000000,7.3,57,2016,True
50000000,2014-08-06,160602194,5.8,817,2014,True
50000000,1996-10-11,75000000,6.4,236,1996,False
123000000,2000-11-17,345141403,6.2,1386,2000,True
26000000,2004-12-03,28818995,5.2,144,2004,False
45000000,1999-12-23,90683916,6.9,710,1999,True
43000000,2005-01-13,56681566,4.8,575,2005,False
6000000,2015-10-16,35401758,8.1,2757,2015,True
18000000,2014-05-08,268157400,6.2,2713,2014,True
8000000,1986-08-22,52287414,7.8,1522,1986,True
15500000,2005-09-12,1237615,5.5,16,2005,False
6000000,1994-03-09,254700832,6.6,632,1994,True
12000000,1998-09-11,22921898,6.9,439,1998,True
13000000,2002-07-01,37664855,4.5,228,2002,True
30000000,2007-02-23,77566815,6.3,1018,2007,True
50000000,2005-08-05,110803676,5.1,316,2005,True
92000000,2013-02-06,304654182,5.2,3493,2013,True
5000000,2000-05-18,110000000,7.4,750,2000,True
5000000,1981-03-17,19905359,6.4,86,1981,True
15000000,2002-12-16,13060843,7.2,629,2002,False
23000000,2016-02-26,46152800,7.2,661,2016,True
110000000,2011-09-28,299268508,6.6,2692,2011,True
11000000,1970-01-27,2200000,5.9,16,1970,False
76000000,2006-09-22,69959751,7.4,2071,2006,False
50000000,2014-06-05,188441614,7.0,3319,2014,True
9000000,1988-11-08,44196684,6.3,581,1988,True
15000000,2008-08-15,96408652,6.7,1020,2008,True
50000000,2007-07-13,90450008,6.5,709,2007,True
20000000,2002-11-22,33526835,6.0,100,2002,True
7000000,2003-04-11,16829545,6.0,306,2003,True
21000000,2006-09-07,480314,5.0,205,2006,False
12000000,1983-06-03,79567667,7.0,504,1983,True
60000000,2005-12-21,129181830,5.7,526,2005,True
200000,1964-09-12,14500000,7.6,883,1964,True
56000000,2011-12-08,142044638,5.7,718,2011,True
175000000,2009-05-13,735099082,7.7,6870,2009,True
30000000,2010-02-26,55583804,5.3,511,2010,True
15000000,2014-08-22,30127963,6.3,130,2014,True
4000000,1956-05-30,14400000,6.4,22,1956,True
70000000,2006-12-25,154937680,6.6,284,2006,True
8200000,1965-03-02,286214286,7.4,941,1965,True
2000000,1999-09-02,11540607,7.2,353,1999,True
25000000,2004-04-09,30411183,6.3,824,2004,False
35000000,1992-02-21,4651977,6.6,53,1992,False
34200000,1999-06-25,234801895,6.1,875,1999,True
50000000,2006-09-13,132180323,7.1,1165,2006,True
10000000,2012-06-22,9636289,6.3,700,2012,False
9000000,1976-06-23,25000000,6.6,269,1976,True
207000000,2005-12-14,550000000,6.6,2337,2005,True
250000000,2012-11-26,1021103568,7.0,8297,2012,True
32000000,2012-09-07,28258060,7.0,701,2012,False
12000000,2007-02-14,80573774,7.4,2199,2007,True
17000000,1998-10-01,30331165,5.9,198,1998,True
20000000,2013-04-11,78378744,4.6,793,2013,True
7000000,2012-09-20,48126384,7.2,1170,2012,True
25000000,2005-03-17,27645491,5.9,185,2005,False
6000000,1961-10-18,43656822,7.0,389,1961,True
62000000,2000-04-20,127666415,6.1,340,2000,True
90000000,2011-12-14,232617430,7.2,2434,2011,True
10000000,1985-03-22,25754284,6.4,69,1985,True
90000000,2000-06-09,237202299,6.1,1485,2000,True
60000000,2008-12-19,50877145,5.8,258,2008,False
90000000,2001-08-03,347325802,6.4,1054,2001,True
28000000,2015-09-11,7002261,5.8,195,2015,False
10500000,1968-04-10,68700000,7.9,2998,1968,True
100000000,1996-06-21,242295562,5.6,543,1996,True
3800000,2009-06-10,111731,5.9,18,2009,False
80000000,2002-03-04,123729176,5.8,631,2002,True
4000000,2006-10-02,13401952,6.6,66,2006,True
25000000,2005-09-30,15431177,6.9,110,2005,False
35000000,2012-05-17,2106557,5.1,344,2012,False
30000000,2015-10-09,34441873,6.8,1573,2015,False
90000000,1997-03-12,140807547,5.9,290,1997,True
18500000,1998-05-22,10680275,7.2,1301,1998,False
50000000,2005-03-17,161451538,5.4,632,2005,True
20000000,2002-12-06,5359645,6.9,1552,2002,False
65000000,2009-12-26,93525586,6.6,1065,2009,False
32000000,2010-09-01,42045846,6.0,262,2010,False
1,1936-02-05,8500000,8.1,856,1936,True
85000000,2003-09-26,80916492,6.4,514,2003,False
66000000,1998-06-19,189198313,6.6,488,1998,True
17000000,2006-05-15,374743,5.2,153,2006,False
50200000,2011-03-03,127869379,6.5,1652,2011,True
15000000,2009-09-13,16633035,6.7,357,2009,False
34000000,2014-09-10,348319861,7.0,5371,2014,True
12000000,2013-09-12,15008161,5.3,631,2013,False
20000000,2010-08-18,80547866,4.2,315,2010,True
20000000,1995-09-14,7563728,6.2,398,1995,False
33000000,2009-10-28,14000000,6.8,148,2009,False
8000000,2005-05-13,852872,5.9,63,2005,False
17000000,2004-04-30,129042871,6.9,2320,2004,True
50000000,1996-02-09,150270147,5.7,453,1996,True
15000000,2000-04-27,33771174,6.9,155,2000,True
25000000,2010-04-23,23580000,6.2,515,2010,False
750000,2012-06-08,4007792,6.8,556,2012,True
18000000,1990-11-09,476684675,7.1,2414,1990,True
50000000,2016-06-24,25035950,6.6,428,2016,False
16000000,2009-06-06,11301649,6.5,48,2009,False
32000000,2011-05-18,54674226,6.5,987,2011,True
12500000,2014-02-14,49002684,6.0,210,2014,True
107000000,2001-12-11,87713825,6.7,447,2001,False
10000000,2003-09-11,4069090,8.2,12,2003,False
32000000,2005-01-20,97918663,5.2,221,2005,True
20000000,2014-12-25,66787908,7.4,817,2014,True
26000000,2005-08-04,57891803,6.2,455,2005,True
40000000,1997-11-18,45916769,6.7,235,1997,False
83000000,2000-04-28,59468275,4.4,134,2000,False
45000000,2008-07-10,101702060,5.8,1309,2008,True
40000000,2007-04-05,62771059,5.4,205,2007,True
40000000,2009-09-29,60462347,6.2,371,2009,True
23000000,1987-10-21,43984230,7.4,355,1987,True
40000000,2005-04-01,158733820,7.2,2691,2005,True
1000000,1980-02-08,21378361,6.4,311,1980,True
40000000,2006-08-18,86915017,7.1,1615,2006,True
10000000,2005-01-07,91196419,5.6,261,2005,True
25000000,1992-11-25,411006740,6.1,661,1992,True
40000000,2014-06-05,67347013,6.8,255,2014,True
9000000,1994-04-29,4350774,6.0,41,1994,False
200000000,2013-06-20,531865000,6.7,5560,2013,True
17000000,1981-11-12,2000000,5.6,19,1981,False
70000000,1998-12-15,218613188,6.8,817,1998,True
13000000,2013-03-21,18000000,5.4,304,2013,False
60000000,2000-09-15,47383689,7.4,797,2000,False
300000,2003-01-23,7808524,8.0,26,2003,True
18000000,1981-08-20,2945600,3.7,14,1981,False
25000000,2014-01-07,153997819,6.1,853,2014,True
41000000,2009-03-20,91636986,6.5,515,2009,True
13000000,1999-08-04,27500000,5.7,67,1999,True
1700000,1972-06-29,9700000,6.1,236,1972,True
36000000,2014-09-12,52424533,6.7,96,2014,False
135000000,2015-12-25,532950503,7.3,6396,2015,True
5000000,1959-12-25,12200000,5.4,8,1959,True
29000000,2005-03-04,21126225,6.8,455,2005,False
32000000,2011-03-30,147332697,7.1,2699,2011,True
1500000,2001-01-19,416925,6.8,151,2001,False
20000000,2007-04-12,117760134,6.6,1006,2007,True
6000000,2007-08-08,18197398,4.4,91,2007,True
20000000,2006-09-29,17807569,5.6,111,2006,False
19000000,2008-10-16,18755936,6.0,342,2008,False
60000000,2009-12-10,122233971,7.0,1125,2009,True
70000000,1999-09-01,11263966,5.3,29,1999,False
8250000,1951-11-08,30000000,7.0,63,1951,True
6500000,2006-09-07,13368437,5.1,128,2006,True
70000000,1997-11-12,162000000,5.9,1365,1997,True
35000000,2010-08-20,60251371,6.8,103,2010,True
100000000,2002-11-13,876688482,7.4,5815,2002,True
94000000,2003-12-01,1118888979,8.1,8064,2003,True
22000000,1995-07-28,110627965,5.6,354,1995,True
3000000,2003-01-01,14980005,8.0,1945,2003,True
2800000,1988-05-13,19170001,5.3,192,1988,True
18000000,2014-08-27,103215094,7.4,4535,2014,True
20000000,2000-04-21,27728118,7.4,88,2000,False
61000000,2014-10-01,369330363,7.9,5862,2014,True
14000000,1996-12-20,173046663,7.0,1476,1996,True
134005,2011-07-15,1332231,5.3,22,2011,True
25000000,2005-10-21,122489822,6.4,711,2005,True
46000000,2013-09-18,122126687,7.9,3085,2013,True
20000000,2007-10-14,73276047,7.3,394,2007,True
14000000,2012-08-17,24637469,5.8,36,2012,True
28000000,1993-07-16,39514713,6.4,471,1993,False
500000,2004-01-15,603943,6.9,106,2004,False
17000000,2012-09-28,115350426,7.3,2247,2012,True
45000000,2008-08-21,42487390,5.0,332,2008,False
40000000,2015-07-10,100000000,7.5,135,2015,True
82000000,1999-12-22,47434430,6.9,435,1999,False
3000000,1961-12-01,10000000,7.6,155,1961,True
30000000,2009-06-26,95714875,7.1,598,2009,True
49900000,2011-04-08,26121638,5.2,501,2011,False
2000000,1981-12-24,24600832,7.3,957,1981,True
50000000,2005-01-15,104478416,6.6,1315,2005,True
6000000,1972-03-14,245066411,8.4,5893,1972,True
15000000,2006-02-03,66966987,5.4,268,2006,True
120000000,1998-11-25,363258859,6.8,2303,1998,True
30000000,2013-03-14,27437881,5.3,724,2013,False
48000000,1991-06-14,390493908,6.6,909,1991,True
40000000,2003-12-24,190212113,6.0,699,2003,True
50000000,2016-02-06,55969000,4.7,797,2016,False
49000000,1990-07-11,20423389,6.2,71,1990,False
85000000,2007-06-08,149044513,5.9,601,2007,True
32000000,1995-02-09,18552460,6.3,427,1995,False
280000000,2015-04-22,1405403694,7.3,6767,2015,True
65000000,2012-06-15,73706,2.3,28,2012,False
15000000,2013-01-17,146497771,6.0,1401,2013,True
21000000,2011-02-11,970816,6.3,276,2011,False
12000000,2012-06-28,32726956,6.5,85,2012,True
20000000,1995-05-20,21284514,6.7,175,1995,False
70000000,2014-01-10,61279452,4.4,533,2014,False
2160000,1945-06-01,9132000,5.8,4,1945,True
34000000,2001-08-22,19693891,4.8,63,2001,False
165000000,2004-11-10,305875730,6.4,1474,2004,True
25000000,2013-12-26,74188937,6.9,483,2013,True
21150000,2001-04-12,39438674,4.7,146,2001,True
40000000,2013-12-12,251171807,6.8,2807,2013,True
2000000,2015-08-07,1477002,6.8,279,2015,False
25000000,2001-07-06,64437847,6.4,298,2001,True
3768785,1950-05-17,8000000,7.3,22,1950,True
60000,1999-07-14,248000000,6.3,1055,1999,True
6000000,2013-01-01,32438988,4.4,797,2013,True
8000000,2011-12-21,5634828,6.2,132,2011,False
3600000,1995-10-27,49800000,7.1,360,1995,True
45000000,2012-10-18,30353232,5.1,300,2012,False
42000000,1999-05-13,363889678,7.0,1262,1999,True
35000000,2002-11-06,16838910,6.2,142,2002,False
5000000,2014-10-24,103590271,4.9,983,2014,True
20000000,2003-03-07,132675402,5.4,183,2003,True
5000000,2007-01-01,782102,6.2,37,2007,False
300000,1998-08-07,40542,3.0,1,1998,False
150000000,2007-12-14,585349010,6.9,4853,2007,True
9500000,2009-04-03,17164377,6.4,737,2009,True
160000000,2010-07-14,825532764,8.1,13752,2010,True
45000000,2006-01-13,38399961,6.4,119,2006,False
44000000,2014-12-25,12342632,6.1,2304,2014,False
30000000,2003-10-10,180949000,7.7,4949,2003,True
20000000,2009-01-06,51416464,6.0,634,2009,True
70000000,2003-12-25,122919055,7.6,1994,2003,True
63600000,2000-10-06,19412993,4.8,145,2000,False
10000000,1983-06-24,29450919,6.2,161,1983,True
25000000,1995-03-31,4064495,5.5,138,1995,False
2000000,1962-12-25,13129846,8.0,657,1962,True
1500000,1984-02-20,2300000,6.7,144,1984,True
8000000,1992-09-30,6739141,5.7,168,1992,False
30000000,2005-04-06,50451307,5.9,182,2005,True
40000000,2005-09-09,117195061,7.2,1894,2005,True
2000000,2012-08-22,14400000,5.5,224,2012,True
50000000,2012-09-07,41037742,6.6,1940,2012,False
38000000,1997-06-19,299288605,6.3,584,1997,True
18000000,1984-05-31,87000000,6.4,434,1984,True
28000000,2013-02-07,97594140,6.9,823,2013,True
85000000,2007-06-07,311312624,6.5,1999,2007,True
10700000,1982-06-04,122200000,7.0,794,1982,True
37000000,2004-04-13,96455697,6.3,1204,2004,True
25000000,2006-02-10,117719158,5.8,974,2006,True
25000000,2006-10-14,11772461,6.4,60,2006,False
28000000,2004-02-06,64445708,7.0,159,2004,True
100000,2011-07-22,1776935,6.8,527,2011,True
4000000,1963-06-20,11744471,7.8,717,1963,True
175000000,2016-08-02,745000000,5.9,7458,2016,True
75000000,2008-06-19,258270008,6.4,2528,2008,True
18000000,1984-10-26,51973029,7.8,1076,1984,True
10000000,2007-04-16,17500000,5.8,160,2007,True
910000,1954-06-22,9600000,8.0,357,1954,True
12000000,1998-10-30,12902790,5.3,11,1998,False
2962051,1996-08-09,3011195,6.6,94,1996,False
40000000,2003-09-07,244931766,7.0,1869,2003,True
312000,1999-11-28,1281176,6.2,11,1999,True
40000000,2002-11-27,10959475,5.0,28,2002,False
4200000,1984-08-10,38376497,6.4,215,1984,True
55000000,2013-10-30,110000000,5.7,254,2013,True
10000000,1999-01-29,103166989,5.7,418,1999,True
18000000,1988-06-03,151668774,6.9,993,1988,True
50000000,2009-02-03,60161391,6.0,368,2009,False
21000000,1999-03-11,17762705,5.1,76,1999,False
16000000,2016-03-17,77000000,6.7,186,2016,True
20000000,2015-10-02,36606743,6.3,950,2015,True
20000000,1965-02-15,15473333,6.5,41,1965,False
24000000,2009-10-17,68729358,5.9,742,2009,True
16000000,2000-07-08,68411275,5.9,137,2000,True
28000000,1995-04-13,31596911,6.5,148,1995,False
15000000,1997-09-11,43101594,7.5,796,1997,True
20000000,2011-09-09,177243185,6.7,934,2011,True
38000000,2002-08-07,119723358,5.3,521,2002,True
50000000,2011-07-29,142851197,7.0,2443,2011,True
23000000,2008-02-14,150816700,6.5,640,2008,True
69000000,2010-07-08,543513985,7.1,6478,2010,True
60000000,1995-11-21,35431113,5.4,222,1995,False
15000000,2001-05-16,20117339,7.6,1477,2001,False
15000000,2010-09-15,9455232,6.8,737,2010,False
35000000,2008-01-22,32483410,5.9,238,2008,False
5000000,2003-09-05,742898,5.9,58,2003,False
15000000,1996-06-26,76382,5.0,22,1996,False
92000000,2001-12-28,172989651,7.2,1811,2001,True
2159280,2013-10-25,10700000,7.1,260,2013,True
85000000,2010-07-30,112483764,4.9,119,2010,False
4798235,2011-08-17,209696,6.3,458,2011,False
20000000,1979-12-18,35841901,6.1,131,1979,True
116000000,2004-12-17,102000000,7.0,1489,2004,False
60000000,2010-09-09,300228084,5.8,1363,2010,True
75000000,1996-06-06,335062621,6.9,1456,1996,True
41000000,2002-11-08,215000000,6.8,1626,2002,True
20000000,2004-08-26,70992898,4.9,199,2004,True
10000000,2016-01-07,40055439,4.8,448,2016,True
20000000,1969-10-15,31678778,6.2,63,1969,True
7000000,2014-01-08,36433975,4.4,216,2014,True
75000000,2011-11-10,226904017,5.7,880,2011,True
50000000,2004-01-30,6808550,5.0,76,2004,False
80000000,2010-02-18,294804195,7.8,6336,2010,True
105000000,2004-06-11,115772733,6.3,1570,2004,False
120000000,2008-05-09,93945766,5.7,354,2008,False
18000000,1994-09-27,5887457,7.3,630,1994,False
130000,2004-08-06,54667954,5.4,315,2004,True
20000000,2006-10-13,13391174,6.1,12,2006,False
35000000,2009-06-05,459270619,7.2,6173,2009,True
18000000,2000-05-12,17200925,6.8,90,2000,False
150000000,2007-06-27,709709780,6.6,4040,2007,True
6000000,1969-09-23,102308889,7.4,650,1969,True
155000000,2004-11-21,167298192,5.6,927,2004,False
30000000,2006-03-17,34742066,6.6,162,2006,False
52000000,2010-02-05,52826594,6.1,675,2010,False
36000000,2002-02-15,102244770,7.0,594,2002,True
17500000,2013-11-27,7018189,5.8,16,2013,False
70000000,2007-08-09,135560026,7.1,1184,2007,True
20000000,1988-12-09,13854000,5.3,131,1988,False
180000000,2013-07-11,407602906,6.7,4794,2013,True
75000000,1999-04-02,29000000,5.0,45,1999,False
40000000,2009-08-26,186167139,5.4,831,2009,True
38000000,2002-05-24,51801187,6.2,264,2002,False
41300000,2000-02-18,106371651,6.2,531,2000,True
10500000,1982-04-03,792910554,7.3,3269,1982,True
16000000,2009-06-13,47801389,7.7,1717,2009,True
139000000,2002-05-01,821708551,6.8,5265,2002,True
38000000,2010-12-22,252276927,7.2,1668,2010,True
7000000,1999-08-16,7292175,5.6,30,1999,False
48000000,2003-10-24,220673217,5.8,912,2003,True
2700000,1978-07-27,141000000,7.0,418,1978,True
12000000,2010-02-12,42345360,7.7,232,2010,True
97250400,2008-01-13,132900000,5.0,471,2008,False
210000,1953-06-13,5000000,6.7,41,1953,True
34000000,2015-04-09,63013281,7.3,1064,2015,True
100000,2015-07-10,42664410,4.9,361,2015,True
150000000,2010-07-13,215283742,5.8,1470,2010,False
18000000,2006-11-01,261572744,6.5,1579,2006,True
22700000,1987-06-24,38119483,6.7,902,1987,True
1500000,1993-10-01,418961,6.1,111,1993,False
27000000,1987-11-13,38122105,6.4,703,1987,False
3400000,1977-12-25,31063038,6.5,84,1977,True
90000000,2008-02-14,162839667,6.3,572,2008,True
40000000,2000-02-03,161834276,5.7,736,2000,True
112000000,2010-12-25,237382724,4.9,621,2010,True
26000000,1990-08-09,61489265,6.3,404,1990,True
50000000,2011-09-22,110206216,7.0,1381,2011,True
25000000,1984-05-04,8613462,6.5,108,1984,False
18000000,2001-07-13,141774679,6.1,882,2001,True
4800000,2005-01-06,80578934,5.7,887,2005,True
8000000,1984-12-14,27187653,6.9,67,1984,True
165000000,2014-10-24,652105443,7.8,6135,2014,True
94000000,2001-04-27,54744738,4.5,179,2001,False
3300000,2014-10-10,13092000,8.3,4254,2014,True
140000000,2003-12-05,456758981,7.3,1895,2003,True
40000000,1990-05-25,244527583,7.1,2900,1990,True
30000000,2009-08-05,210819611,7.3,3382,2009,True
12000000,2008-11-19,3148182,6.6,154,2008,False
14000000,1994-10-13,18090181,6.4,291,1994,False
40000000,2012-03-07,22044277,6.0,373,2012,False
27000000,1996-11-14,231976425,7.0,542,1996,True
13000000,2011-02-11,98441954,4.8,154,2011,True
78000000,2002-09-29,209196298,6.7,1115,2002,True
28000000,2004-04-04,30016165,5.6,104,2004,False
12000000,2004-04-07,31179516,4.7,30,2004,True
21000000,2001-10-05,71441250,7.4,1286,2001,True
145000000,2012-11-21,306941670,7.1,1922,2012,True
175000000,1995-07-28,264218220,5.9,992,1995,True
165000000,2014-11-05,675120017,8.1,10867,2014,True
13000000,2013-03-01,48065672,5.7,737,2013,True
14000000,2005-02-18,32645546,6.1,61,2005,True
29000000,2003-09-11,98185582,6.2,594,2003,True
12000000,2011-12-16,22939027,5.6,364,2011,True
10000000,2006-10-27,163876815,6.1,1071,2006,True
90000000,1998-06-18,304320254,7.6,2008,1998,True
2100000,2015-10-16,3330,0.0,0,2015,False
8000000,1997-01-24,589304,6.7,21,1997,False
18000000,1980-05-17,538400000,8.2,5879,1980,True
1000000,1963-10-06,37600000,6.1,39,1963,True
40000000,2009-10-23,46471023,7.5,1176,2009,False
20000000,2011-04-14,17479,5.8,62,2011,False
2900000,1998-01-16,5596708,7.6,126,1998,True
8,1995-09-01,16,6.4,138,1995,True
75000000,2004-07-23,288500217,7.2,2825,2004,True
10000000,2007-02-23,20342161,5.6,72,2007,True
25000000,2004-10-17,116766556,7.2,1223,2004,True
3500000,1985-07-19,34000000,6.9,270,1985,True
24000000,1978-10-24,21049053,5.9,58,1978,False
80000000,2002-06-21,145771527,7.1,1314,2002,True
53000000,2015-09-04,98837872,6.3,1242,2015,True
105000000,2013-07-30,347434178,5.5,695,2013,True
175000000,2013-12-06,150962475,5.9,1326,2013,False
132000000,2014-11-22,373552094,6.5,1346,2014,True
35866397,2001-12-12,20217080,7.0,49,2001,False
10000000,1983-03-25,33697647,6.9,291,1983,True
40000000,2009-08-06,129540499,6.6,560,2009,True
20000000,2004-06-18,167722310,6.2,981,2004,True
33000000,1995-09-22,327311859,8.1,5765,1995,True
68000000,2001-12-10,203388341,6.5,1078,2001,True
50000000,2015-03-11,71561644,6.3,1148,2015,False
120000000,2010-12-17,48668907,4.9,223,2010,False
145000000,2014-02-07,272912430,6.7,843,2014,True
7000000,1988-02-12,20256975,4.9,50,1988,True
28000000,2001-08-24,14010832,4.8,296,2001,False
8900000,2015-11-13,4100000,5.6,318,2015,False
92000000,1996-05-10,494471524,6.1,950,1996,True
43000000,2002-04-12,68696770,5.3,280,2002,True
600000,1999-06-04,4000000,6.8,97,1999,True
14800000,2015-07-01,122513057,6.3,706,2015,True
15000000,2009-01-16,100734718,5.3,299,2009,True
45000000,2005-12-25,38058335,6.1,151,2005,False
25000000,2002-10-14,10719357,4.6,45,2002,False
3000000,1990-04-27,15369573,4.7,25,1990,True
3000000,2001-01-18,18492362,6.6,362,2001,True
31500000,1979-08-15,89460381,8.0,2055,1979,True
16000000,2011-02-04,40492759,5.3,224,2011,True
1000000,2000-09-08,623791,6.1,7,2000,False
23000000,1994-07-29,351583407,6.6,2472,1994,True
50000000,2007-04-05,32017803,7.0,1182,2007,False
7000000,2015-10-02,573335,7.1,164,2015,False
18000000,1982-06-13,70687344,5.5,139,1982,True
2600000,1940-02-23,84300000,6.9,1355,1940,True
3000000,2010-10-20,177512032,5.7,722,2010,True
15000000,1978-12-08,50000000,7.8,921,1978,True
80000000,2010-08-03,274470394,6.0,2926,2010,True
30000000,1991-11-22,191502426,6.7,848,1991,True
10000000,2011-08-26,17273593,5.9,365,2011,True
13000000,1987-12-23,123922370,7.1,642,1987,True
165000000,2016-06-22,389681935,4.9,2491,2016,True
1800000,2012-06-29,21107746,6.8,403,2012,True
19000000,1980-05-22,44017374,8.1,3757,1980,True
40000000,1996-07-24,152266007,7.0,509,1996,True
19000000,2004-07-10,70067909,6.1,713,2004,True
27000000,1999-07-15,56870414,5.5,247,1999,True
67000000,2007-04-19,25303038,5.0,207,2007,False
80000000,2004-07-30,96105964,6.2,393,2004,False
